ID,Nom,Effet,Rareté,Set
OP01-030,"In Two Years!! At the Sabaody Archipelago!!","[Main] Look at 5 cards from the top of your deck; reveal up to 1 {Straw Hat Crew} type Character card and add it to your hand. Then, place the rest at the bottom of your deck in any order.",UC,"-ROMANCE DAWN- [OP01]"
OP01-031,"Kouzuki Oden","[Activate: Main] [Once Per Turn] You can trash 1 {Land of Wano} type card from your hand: Set up to 2 of your DON!! cards as active.",L,"-ROMANCE DAWN- [OP01]"
OP01-031_p1,"Kouzuki Oden","[Activate: Main] [Once Per Turn] You can trash 1 {Land of Wano} type card from your hand: Set up to 2 of your DON!! cards as active.",L,"-ROMANCE DAWN- [OP01]"
OP01-032,"Ashura Doji","[DON!! x1] If your opponent has 2 or more rested Characters, this Character gains +2000 power.",UC,"-ROMANCE DAWN- [OP01]"
OP01-033,"Izo","[On Play] Rest up to 1 of your opponent's Characters with a cost of 4 or less.",UC,"-ROMANCE DAWN- [OP01]"
OP01-033_p1,"Izo","[On Play] Rest up to 1 of your opponent's Characters with acost of 4 or less.",UC,"Tournament Pack Vol.2"
OP01-033_p2,"Izo","[On Play] Rest up to 1 of your opponent's Characters with a
                    cost of 4 or less.",UC,"-ONE PIECE CARD THE BEST- [PRB-01]"
OP01-033_p3,"Izo","[On Play] Rest up to 1 of your opponent's Characters with a
                    cost of 4 or less.",UC,"-ONE PIECE CARD THE BEST- [PRB-01]"
OP01-033_p4,"Izo","[On Play] Rest up to 1 of your opponent's Characters with a
                    cost of 4 or less.",UC,"-ONE PIECE CARD THE BEST- [PRB-01]"
OP01-033_p5,"Izo","[On Play] Rest up to 1 of your opponent's Characters with a
                    cost of 4 or less.",UC,"-ONE PIECE CARD THE BEST- [PRB-01]"
OP01-034,"Inuarashi","[DON!! x2] [When Attacking] Set up to 1 of your DON!! cards as active.",C,"-ROMANCE DAWN- [OP01]"
OP01-034_p1,"Inuarashi","[DON!! x2] [When Attacking] Set up to 1 of your DON!! cards as active.",C,"-ROMANCE DAWN- [OP01]"
OP01-035,"Okiku","[DON!! x1] [When Attacking] [Once Per Turn] Rest up to 1 of your opponent's Characters with a cost of 5 or less.",R,"-ROMANCE DAWN- [OP01]"
OP01-035_p1,"Okiku","[DON!! x1] [When Attacking] [Once Per Turn] Rest up to 1 ofyour opponent's Characters with a cost of 5 or less.",R,"Tournament Pack Vol.4"
OP01-035_p2,"Okiku","[DON!! x1] [When Attacking] [Once Per Turn] Rest up to 1 ofyour opponent's Characters with a cost of 5 or less.",SP CARD,"-500 YEARS IN THE FUTURE- [OP-07]"
OP01-036,"Otsuru","-",C,"-ROMANCE DAWN- [OP01]"
OP01-037,"Kawamatsu","-",C,"-ROMANCE DAWN- [OP01]"
OP01-038,"Kanjuro","[DON!! x1] [When Attacking] K.O. up to 1 of your opponent's rested Characters with a cost of 2 or less.<br>[On K.O.] Your opponent chooses 1 card from your hand; trash that card.",C,"-ROMANCE DAWN- [OP01]"
OP01-039,"Killer","[Blocker] (After your opponent declares an attack, you may rest this card to make it the new target of the attack.)<br>[DON!! x1] [On Block] If you have 3 or more Characters, draw 1 card.",UC,"-ROMANCE DAWN- [OP01]"
OP01-040,"Kin'emon","[On Play] If your Leader is [Kouzuki Oden], play up to 1 {The Akazaya Nine} type Character card with a cost of 3 or less from your hand.<br>[DON!! x1] [When Attacking] [Once Per Turn] Set up to 1 of your {The Akazaya Nine} type Character cards with a cost of 3 or less as active.",SR,"-ROMANCE DAWN- [OP01]"
OP01-040_p1,"Kin'emon","[On Play] If your Leader is [Kouzuki Oden], play up to 1 {The Akazaya Nine} type Character card with a cost of 3 or less from your hand.<br>[DON!! x1] [When Attacking] [Once Per Turn] Set up to 1 of your {The Akazaya Nine} type Character cards with a cost of 3 or less as active.",SR,"-ROMANCE DAWN- [OP01]"
OP01-041,"Kouzuki Momonosuke","[Activate: Main] ➀ (You may rest the specified number of DON!! cards in your cost area) You may rest this Character: Look at 5 cards from the top of your deck; reveal up to 1 {Land of Wano} type card and add it to your hand. Then, place the rest at the bottom of your deck in any order.",R,"-ROMANCE DAWN- [OP01]"
OP01-041_p1,"Kouzuki Momonosuke","[Activate: Main] ➀ (You may rest the specified number ofDON!! cards in your cost area) You may rest this Character:Look at 5 cards from the top of your deck; reveal up to 1{Land of Wano} type card and add it to your hand. Then,place the rest at the bottom of your deck in any order.",R,"Tournament Pack Vol.7"
OP01-041_p2,"Kouzuki Momonosuke","[Activate: Main] ➀ (You may rest the specified number of
                    DON!! cards in your cost area.) You may rest this Character:
                    Look at 5 cards from the top of your deck; reveal up to 1
                    {Land of Wano} type card and add it to your hand. Then,
                    place the rest at the bottom of your deck in any order.",R,"-ONE PIECE CARD THE BEST- [PRB-01]"
OP01-041_p3,"Kouzuki Momonosuke","[Activate: Main] ➀ (You may rest the specified number of
                    DON!! cards in your cost area.) You may rest this Character:
                    Look at 5 cards from the top of your deck; reveal up to 1
                    {Land of Wano} type card and add it to your hand. Then,
                    place the rest at the bottom of your deck in any order.",R,"-ONE PIECE CARD THE BEST- [PRB-01]"
OP01-041_p4,"Kouzuki Momonosuke","[Activate: Main] ➀ (You may rest the specified number of
                    DON!! cards in your cost area.) You may rest this Character:
                    Look at 5 cards from the top of your deck; reveal up to 1
                    {Land of Wano} type card and add it to your hand. Then,
                    place the rest at the bottom of your deck in any order.",R,"-ONE PIECE CARD THE BEST- [PRB-01]"
OP01-041_p5,"Kouzuki Momonosuke","[Activate: Main] ➀ (You may rest the specified number of
                    DON!! cards in your cost area.) You may rest this Character:
                    Look at 5 cards from the top of your deck; reveal up to 1
                    {Land of Wano} type card and add it to your hand. Then,
                    place the rest at the bottom of your deck in any order.",R,"-ONE PIECE CARD THE BEST- [PRB-01]"
OP01-042,"Komurasaki","[On Play] ③ (You may rest the specified number of DON!! cards in your cost area.): If your Leader is [Kouzuki Oden], set up to 1 of your {Land of Wano} type Character cards with a cost of 3 or less as active.",UC,"-ROMANCE DAWN- [OP01]"
OP01-043,"Shinobu","-",C,"-ROMANCE DAWN- [OP01]"
OP01-044,"Shachi","[Blocker] (After your opponent declares an attack, you may rest this card to make it the new target of the attack.)<br>[On Play] If you don't have [Penguin], play up to 1 [Penguin] from your hand.",C,"-ROMANCE DAWN- [OP01]"
OP01-045,"Jean Bart","-",C,"-ROMANCE DAWN- [OP01]"
OP01-046,"Denjiro","[DON!! x1] [When Attacking] If your Leader is [Kouzuki Oden], set up to 2 of your DON!! cards as active.",R,"-ROMANCE DAWN- [OP01]"
OP01-047,"Trafalgar Law","[Blocker] (After your opponent declares an attack, you may rest this card to make it the new target of the attack.)<br>[On Play] You may return 1 Character to your hand: Play up to 1 Character card with a cost of 3 or less from your hand.",SR,"-ROMANCE DAWN- [OP01]"
OP01-047_p1,"Trafalgar Law","[Blocker] (After your opponent declares an attack, you may rest this card to make it the new target of the attack.)<br>[On Play] You may return 1 Character to your hand: Play up to 1 Character card with a cost of 3 or less from your hand.",SR,"-ROMANCE DAWN- [OP01]"
OP01-047_p2,"Trafalgar Law","[Blocker] (After your opponent declares an attack, you may rest this card to make it the new target of the attack.)<br>[On Play] You may return 1 of your Characters to the owner's hand: Play up to 1 Character card with a cost of 3 or less from your hand.",SP CARD,"-KINGDOMS OF INTRIGUE- [OP04]"
OP01-047_p3,"Trafalgar Law","[Blocker] (After your opponent declares an attack, you may
                    rest this card to make it the new target of the attack.)<br>[On
                    Play] You may return 1 of your Characters to the owner's
                    hand: Play up to 1 Character card with a cost of 3 or less
                    from your hand.",SR,"-ONE PIECE CARD THE BEST- [PRB-01]"
OP01-047_p4,"Trafalgar Law","[Blocker] (After your opponent declares an attack, you may
                    rest this card to make it the new target of the attack.)<br>[On
                    Play] You may return 1 of your Characters to the owner's
                    hand: Play up to 1 Character card with a cost of 3 or less
                    from your hand.",SR,"-ONE PIECE CARD THE BEST- [PRB-01]"
OP01-048,"Nekomamushi","[On Play] Rest up to 1 of your opponent's Characters with a cost of 3 or less.",C,"-ROMANCE DAWN- [OP01]"
OP01-048_p1,"Nekomamushi","[On Play] Rest up to 1 of your opponent's Characters with a cost of 3 or less.",C,"-ROMANCE DAWN- [OP01]"
OP01-049,"Bepo","[DON!! x1] [When Attacking] Play up to 1 {Heart Pirates} type Character card other than [Bepo] with a cost of 4 or less from your hand.",R,"-ROMANCE DAWN- [OP01]"
OP01-050,"Penguin","[Blocker] (After your opponent declares an attack, you may rest this card to make it the new target of the attack.)<br>[On Play] If you don't have [Shachi], play up to 1 [Shachi] from your hand.",C,"-ROMANCE DAWN- [OP01]"
OP01-051,"Eustass"Captain"Kid","[DON!! x1] [Opponent's Turn] If this Character is rested, your opponent cannot attack any card other than the Character [Eustass""Captain""Kid].<br>[Activate: Main] [Once Per Turn] You may rest this Character: Play up to 1 Character card with a cost of 3 or less from your hand.",SR,"-ROMANCE DAWN- [OP01]"
OP01-051_p1,"Eustass"Captain"Kid","[DON!! x1] [Opponent's Turn] If this Character is rested, your opponent cannot attack any card other than the Character [Eustass""Captain""Kid].<br>[Activate: Main] [Once Per Turn] You may rest this Character: Play up to 1 Character card with a cost of 3 or less from your hand.",SR,"-ROMANCE DAWN- [OP01]"
OP01-051_p2,"Eustass"Captain"Kid","[DON!! x1] [Opponent's Turn] If this Character is rested, your opponent cannot attack any card other than the Character [Eustass""Captain""Kid].<br>[Activate: Main] [Once Per Turn] You may rest this Character: Play up to 1 Character card with a cost of 3 or less from your hand.",SP CARD,"-PILLARS OF STRENGTH- [OP03]"
OP01-051_p3,"Eustass"Captain"Kid","[DON!! x1] [Opponent's Turn] If this Character is rested,
                    your opponent cannot attack any card other than the
                    Character [Eustass""Captain""Kid].<br>[Activate: Main] [Once
                    Per Turn] You may rest this Character: Play up to 1
                    Character card with a cost of 3 or less from your hand.",SR,"-ONE PIECE CARD THE BEST- [PRB-01]"
OP01-051_p4,"Eustass"Captain"Kid","[DON!! x1] [Opponent's Turn] If this Character is rested,
                    your opponent cannot attack any card other than the
                    Character [Eustass""Captain""Kid].<br>[Activate: Main] [Once
                    Per Turn] You may rest this Character: Play up to 1
                    Character card with a cost of 3 or less from your hand.",SR,"-ONE PIECE CARD THE BEST- [PRB-01]"
OP01-052,"Raizo","[When Attacking] [Once Per Turn] If you have 2 or more rested Characters, draw 1 card.",UC,"-ROMANCE DAWN- [OP01]"
OP01-052_p1,"Raizo","[When Attacking] [Once Per Turn] If you have 2 or more rested Characters, draw 1 card.",UC,"Included in Event Pack Vol.2"
OP01-052_p2,"Raizo","[When Attacking] [Once Per Turn] If you have 2 or more
                    rested Characters, draw 1 card.",UC,"-ONE PIECE CARD THE BEST- [PRB-01]"
OP01-052_p3,"Raizo","[When Attacking] [Once Per Turn] If you have 2 or more
                    rested Characters, draw 1 card.",UC,"-ONE PIECE CARD THE BEST- [PRB-01]"
OP01-052_p4,"Raizo","[When Attacking] [Once Per Turn] If you have 2 or more
                    rested Characters, draw 1 card.",UC,"-ONE PIECE CARD THE BEST- [PRB-01]"
OP01-053,"Wire","-",C,"-ROMANCE DAWN- [OP01]"
OP01-054,"X.Drake","[On Play] K.O. up to 1 of your opponent's rested Characters with a cost of 4 or less.",R,"-ROMANCE DAWN- [OP01]"
OP01-055,"You Can Be My Samurai!!","[Main] You may rest 2 of your Characters: Draw 2 cards.",C,"-ROMANCE DAWN- [OP01]"
OP01-056,"Demon Face","[Main] K.O. up to 2 of your opponent's rested Characters with a cost of 5 or less.",UC,"-ROMANCE DAWN- [OP01]"
OP01-057,"Paradise Waterfall","[Counter] Up to 1 of your Leader or Character cards gains +2000 power during this battle. Then, set up to 1 of your Characters as active.",UC,"-ROMANCE DAWN- [OP01]"
OP01-058,"Punk Gibson","[Counter] Up to 1 of your Leader or Character cards gains +4000 power during this battle. Then, rest up to 1 of your opponent's Characters with a cost of 4 or less.",R,"-ROMANCE DAWN- [OP01]"
OP01-059,"BE-BENG!!","[Main] You may trash 1 {Land of Wano} type card from your hand: Set up to 1 of your {Land of Wano} type Character cards with a cost of 3 or less as active.",C,"-ROMANCE DAWN- [OP01]"
OP01-060,"Donquixote Doflamingo","[DON!! x2] [When Attacking] ➀ (You may rest the specified number of DON!! cards in your cost area.): Reveal 1 card from the top of your deck. If that card is a {The Seven Warlords of the Sea} type Character card with a cost of 4 or less, you may play that card rested.",L,"-ROMANCE DAWN- [OP01]"
OP01-060_p1,"Donquixote Doflamingo","[DON!! x2] [When Attacking] ➀ (You may rest the specified number of DON!! cards in your cost area.): Reveal 1 card from the top of your deck. If that card is a {The Seven Warlords of the Sea} type Character card with a cost of 4 or less, you may play that card rested.",L,"-ROMANCE DAWN- [OP01]"
OP01-060_p2,"Donquixote Doflamingo","[DON!! x2] [When Attacking] ➀ (You may rest the specified number of DON!! cards in your cost area.): Reveal 1 card from the top of your deck. If that card is a {The Seven Warlords of the Sea} type Character card with a cost of 4 or less, you may play that card rested.",L,"-Blue Donquixote Doflamingo- [ST-17]"
OP01-061,"Kaido","[DON!! x1] [Your Turn] [Once Per Turn] When your opponent's Character is K.O.'d, add up to 1 DON!! card from your DON!! deck and set it as active.",L,"-ROMANCE DAWN- [OP01]"
OP01-061_p1,"Kaido","[DON!! x1] [Your Turn] [Once Per Turn] When your opponent's Character is K.O.'d, add up to 1 DON!! card from your DON!! deck and set it as active.",L,"-ROMANCE DAWN- [OP01]"
OP01-062,"Crocodile","[DON!! x1] When you activate an Event, you may draw 1 card if you have 4 or less cards in your hand and haven't drawn a card using this Leader's effect during this turn.",L,"-ROMANCE DAWN- [OP01]"
